timestamp,device,lat,lon,alt,heading,speed,fix_mode,satellites_used,satellites_visible,hdop,vdop,pdop,eph,epv
2025-03-17 09:56:39,rover,34.1519045,-77.8667735,0,0.0,0.024,RTK_FLOAT,16,21,0.53,0.96,1.1,10.07,22.08
2025-03-17 09:56:40,rover,34.1519045,-77.8667735,0,0.0,0.024,RTK_FLOAT,36,47,0.61,1.16,1.31,10.07,22.08
2025-03-17 09:56:41,rover,34.151904667,-77.866773167,0,0.0,0.016,RTK_FLOAT,0,0,0.55,1.03,1.17,11.59,26.68
2025-03-17 09:56:42,rover,34.1519047,-77.8667728,0,48.5869,0.013,RTK_FLOAT,0,0,0.0,0.0,0.0,1.276,2.285
2025-03-17 09:56:42,base,34.1518768,-77.8667549,0,159.9483,0.011,DGPS,0,0,0.0,0.0,0.0,1.219,2.186
2025-03-17 09:56:43,rover,34.1519047,-77.8667728,0,48.5869,0.01,RTK_FLOAT,0,0,0.0,0.0,0.0,1.307,2.341
2025-03-17 09:56:43,base,34.1518768,-77.8667549,0,159.9483,0.018,DGPS,0,0,0.0,0.0,0.0,1.22,2.195
2025-03-17 09:56:44,rover,34.1519047,-77.8667727,0,48.5869,0.008,RTK_FLOAT,29,40,0.46,0.91,1.02,1.323,2.374
2025-03-17 09:56:44,base,34.1518768,-77.866755,0,159.9483,0.006,DGPS,0,0,0.0,0.0,0.0,1.22,2.194
2025-03-17 09:56:45,rover,34.1519048,-77.8667728,0,48.5869,0.014,RTK_FLOAT,26,40,0.5,0.96,1.08,1.36,2.446
2025-03-17 09:56:45,base,34.1518768,-77.866755,0,159.9483,0.02,DGPS,0,0,0.0,0.0,0.0,1.219,2.195
2025-03-17 09:56:46,rover,34.1519048,-77.8667729,0,48.5869,0.01,RTK_FLOAT,30,40,0.45,0.87,0.98,1.287,2.315
2025-03-17 09:56:46,base,34.1518768,-77.8667551,0,159.9483,0.013,DGPS,0,0,0.0,0.0,0.0,1.218,2.197
2025-03-17 09:56:47,rover,34.1519048,-77.8667729,0,48.5869,0.011,RTK_FLOAT,27,40,0.48,0.9,1.02,1.296,2.335
2025-03-17 09:56:47,base,34.1518768,-77.8667551,0,159.9483,0.013,DGPS,0,0,0.45,0.84,0.95,1.218,2.197
2025-03-17 09:56:48,rover,34.1519039,-77.8667719,0,161.6947,0.195,RTK_FLOAT,27,40,0.47,0.93,1.05,1.218,2.197
2025-03-17 09:56:48,base,34.15188,-77.8667531,0,159.9483,0.023,DGPS,0,0,0.0,0.0,0.0,1.141,2.108
2025-03-17 09:56:49,rover,34.1519047,-77.8667719,0,95.7506,0.015,RTK_FLOAT,26,40,0.5,0.98,1.1,1.181,2.156
2025-03-17 09:56:49,base,34.1518806,-77.866753,0,159.9483,0.065,DGPS,0,0,0.0,0.0,0.0,1.118,2.093
2025-03-17 09:56:50,rover,34.1519063,-77.8667711,0,72.1292,0.096,RTK_FLOAT,28,40,0.47,0.88,0.99,1.143,2.11
2025-03-17 09:56:50,base,34.1518806,-77.866753,0,159.9483,0.065,DGPS,0,0,0.45,0.84,0.95,1.118,2.093
2025-03-17 09:56:51,rover,34.1519065,-77.866771,0,72.1292,0.073,RTK_FLOAT,27,40,0.49,0.91,1.04,1.144,2.112
2025-03-17 09:56:51,base,34.1518802,-77.8667537,0,159.9483,0.009,DGPS,0,0,0.0,0.0,0.0,1.119,2.105
2025-03-17 09:56:52,rover,34.1519074,-77.8667709,0,36.1411,0.01,RTK_FLOAT,29,40,0.46,0.89,1.0,1.118,2.109
2025-03-17 09:56:52,base,34.1518802,-77.8667537,0,159.9483,0.009,DGPS,0,0,0.45,0.84,0.95,1.119,2.105
2025-03-17 09:56:53,rover,34.1519071,-77.8667716,0,83.5431,0.004,RTK_FLOAT,28,40,0.48,0.89,1.01,1.121,2.106
2025-03-17 09:56:53,base,34.1518802,-77.8667537,0,159.9483,0.009,DGPS,0,0,0.45,0.84,0.95,1.119,2.105
2025-03-17 09:56:54,rover,34.1519065,-77.8667721,0,83.5431,0.006,RTK_FLOAT,30,40,0.45,0.86,0.98,1.124,2.105
2025-03-17 09:56:54,base,34.1518797,-77.8667547,0,159.9483,0.06,DGPS,0,0,0.0,0.0,0.0,1.13,2.104
2025-03-17 09:56:55,rover,34.151907,-77.8667726,0,16.7687,0.099,RTK_FLOAT,27,40,0.48,0.92,1.04,1.124,2.1
2025-03-17 09:56:55,base,34.1518793,-77.8667567,0,159.9483,0.108,DGPS,0,0,0.0,0.0,0.0,1.13,2.113
2025-03-17 09:56:56,rover,34.151907,-77.8667726,0,16.7687,0.099,RTK_FLOAT,27,40,0.48,0.92,1.04,1.124,2.1
2025-03-17 09:56:56,base,34.1518803,-77.866759,0,300.3213,0.203,DGPS,0,0,0.0,0.0,0.0,1.125,2.108
2025-03-17 09:56:57,rover,34.151907,-77.8667726,0,16.7687,0.099,RTK_FLOAT,27,40,0.48,0.92,1.04,1.124,2.1
2025-03-17 09:56:57,base,34.1518803,-77.866759,0,300.3213,0.203,DGPS,0,0,0.46,0.85,0.96,1.125,2.108
2025-03-17 09:56:58,rover,34.1519101,-77.86678,0,292.508,0.294,RTK_FLOAT,0,0,0.0,0.0,0.0,1.141,2.123
2025-03-17 09:56:58,base,34.1518835,-77.8667625,0,318.5744,0.206,DGPS,0,0,0.0,0.0,0.0,1.105,2.1
2025-03-17 09:56:59,rover,34.1519101,-77.86678,0,292.508,0.294,RTK_FLOAT,0,0,0.5,0.88,1.01,1.141,2.123
2025-03-17 09:56:59,base,34.1518844,-77.8667645,0,302.084,0.127,DGPS,0,0,0.0,0.0,0.0,1.093,2.097
2025-03-17 09:57:00,rover,34.1519101,-77.86678,0,292.508,0.294,RTK_FLOAT,0,0,0.52,0.95,1.08,1.141,2.123
