timestamp,device,lat,lon,alt,heading,speed,fix_mode,satellites_used,satellites_visible,hdop,vdop,pdop,eph,epv
2025-03-14 17:49:47,rover,34.1520606,-77.8668348,0,112.8436,0.004,RTK_FIX,0,0,0.0,0.0,0.0,1.243,2.185
2025-03-14 17:49:48,rover,34.1520608,-77.8668349,0,112.8436,0.001,RTK_FIX,0,0,0.0,0.0,0.0,1.286,2.261
2025-03-14 17:49:49,rover,34.152061,-77.8668351,0,112.8436,0.001,RTK_FIX,0,0,0.0,0.0,0.0,1.294,2.27
2025-03-14 17:49:50,rover,34.152061,-77.8668351,0,112.8436,0.002,RTK_FIX,0,0,0.0,0.0,0.0,1.257,2.205
2025-03-14 17:49:51,rover,34.1520598,-77.8668349,0,171.386,0.178,RTK_FIX,0,0,0.0,0.0,0.0,1.137,1.994
2025-03-14 17:49:52,rover,34.1520579,-77.8668352,0,184.3765,0.203,RTK_FIX,0,0,0.0,0.0,0.0,1.236,2.165
2025-03-14 17:49:53,rover,34.1520564,-77.8668369,0,214.1857,0.244,RTK_FIX,0,0,0.0,0.0,0.0,1.322,2.307
2025-03-14 17:49:54,rover,34.152056,-77.866838,0,187.8314,0.042,RTK_FIX,0,0,0.0,0.0,0.0,1.23,2.155
2025-03-14 17:49:55,rover,34.1520559,-77.866838,0,187.8314,0.017,RTK_FIX,0,0,0.0,0.0,0.0,1.145,2.005
2025-03-14 17:49:56,rover,34.1520527,-77.8668388,0,184.0602,0.535,RTK_FIX,0,0,0.0,0.0,0.0,1.222,2.151
2025-03-14 17:49:57,rover,34.1520478,-77.8668391,0,183.3248,0.55,RTK_FIX,0,0,0.0,0.0,0.0,1.262,2.215
2025-03-14 17:49:58,rover,34.1520428,-77.8668394,0,185.489,0.541,RTK_FIX,0,0,0.0,0.0,0.0,1.26,2.217
2025-03-14 17:49:59,rover,34.1520379,-77.8668398,0,182.9788,0.546,RTK_FIX,0,0,0.0,0.0,0.0,1.148,2.019
2025-03-14 17:50:00,rover,34.1520332,-77.8668398,0,168.3317,0.365,RTK_FIX,0,0,0.0,0.0,0.0,1.0,1.772
2025-03-14 17:50:01,rover,34.1520313,-77.8668381,0,140.4614,0.264,RTK_FIX,0,0,0.0,0.0,0.0,1.024,1.815
2025-03-14 17:50:02,rover,34.1520277,-77.8668384,0,187.0952,0.496,RTK_FIX,0,0,0.0,0.0,0.0,0.846,1.488
2025-03-14 17:50:03,rover,34.1520235,-77.8668399,0,202.3413,0.473,RTK_FIX,0,0,0.0,0.0,0.0,0.758,1.334
2025-03-14 17:50:04,rover,34.1520185,-77.8668415,0,190.1592,0.548,RTK_FIX,0,0,0.0,0.0,0.0,0.93,1.633
2025-03-14 17:50:05,rover,34.1520134,-77.8668429,0,190.9173,0.544,RTK_FIX,0,0,0.0,0.0,0.0,1.095,1.923
2025-03-14 17:50:06,rover,34.1520084,-77.8668432,0,190.7227,0.545,RTK_FIX,0,0,0.0,0.0,0.0,0.972,1.708
2025-03-14 17:50:07,rover,34.1520034,-77.8668444,0,190.552,0.56,RTK_FIX,0,0,0.0,0.0,0.0,0.865,1.519
2025-03-14 17:50:08,rover,34.1519982,-77.8668446,0,192.593,0.552,RTK_FIX,0,0,0.0,0.0,0.0,0.91,1.592
2025-03-14 17:50:09,rover,34.1519933,-77.8668458,0,189.1628,0.553,RTK_FIX,0,0,0.0,0.0,0.0,0.978,1.711
2025-03-14 17:50:10,rover,34.1519883,-77.8668475,0,190.4006,0.508,RTK_FIX,0,0,0.0,0.0,0.0,1.095,1.924
2025-03-14 17:50:11,rover,34.1519831,-77.8668487,0,192.3136,0.56,RTK_FIX,0,0,0.0,0.0,0.0,1.01,1.777
2025-03-14 17:50:12,rover,34.1519785,-77.8668495,0,192.7339,0.545,RTK_FIX,0,0,0.0,0.0,0.0,0.955,1.688
2025-03-14 17:50:13,rover,34.1519734,-77.8668505,0,191.9859,0.559,RTK_FIX,0,0,0.0,0.0,0.0,0.898,1.586
2025-03-14 17:50:14,rover,34.1519683,-77.8668519,0,191.6237,0.546,RTK_FIX,0,0,0.0,0.0,0.0,0.913,1.604
2025-03-14 17:50:15,rover,34.1519634,-77.8668532,0,192.2772,0.549,RTK_FIX,0,0,0.0,0.0,0.0,0.908,1.597
2025-03-14 17:50:16,rover,34.1519583,-77.8668544,0,191.2404,0.541,RTK_FIX,0,0,0.0,0.0,0.0,1.145,2.006
2025-03-14 17:50:17,rover,34.1519534,-77.8668558,0,189.4004,0.548,RTK_FIX,0,0,0.0,0.0,0.0,1.044,1.829
2025-03-14 17:50:18,rover,34.1519485,-77.8668573,0,192.4841,0.549,RTK_FIX,0,0,0.0,0.0,0.0,1.08,1.864
2025-03-14 17:50:19,rover,34.1519438,-77.8668584,0,191.077,0.537,RTK_FIX,0,0,0.0,0.0,0.0,0.998,1.722
2025-03-14 17:50:20,rover,34.1519424,-77.8668585,0,191.1171,0.004,RTK_FIX,0,0,0.0,0.0,0.0,1.12,1.928
2025-03-14 17:50:21,rover,34.1519424,-77.8668585,0,191.1171,0.016,RTK_FIX,0,0,0.0,0.0,0.0,1.339,2.304
2025-03-14 17:50:22,rover,34.1519422,-77.8668581,0,191.1171,0.008,RTK_FIX,0,0,0.0,0.0,0.0,1.268,2.193
2025-03-14 17:50:23,rover,34.1519422,-77.8668581,0,191.1171,0.006,RTK_FIX,0,0,0.0,0.0,0.0,1.143,1.977
2025-03-14 17:50:24,rover,34.1519421,-77.8668579,0,191.1171,0.001,RTK_FIX,0,0,0.0,0.0,0.0,1.043,1.819
2025-03-14 17:50:25,rover,34.1519421,-77.8668579,0,191.1171,0.002,RTK_FIX,0,0,0.0,0.0,0.0,1.162,2.026
2025-03-14 17:50:26,rover,34.151942,-77.8668575,0,191.1171,0.004,RTK_FIX,0,0,0.0,0.0,0.0,1.215,2.134
2025-03-14 17:50:27,rover,34.151942,-77.8668575,0,191.1171,0.004,RTK_FIX,0,0,0.0,0.0,0.0,1.17,2.055
